x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
0.0,0.0,3051249428.1866775,-57194668046.304726,23570329123.2906,104375742397.45439,143270323301.74908,-37116229078.56205,-141185006587.4377,175899114889.48764,-733487342382.3759,-234444194854.211,-1359877299050.112,-378151067834.235,-1081468672640.9664,-2626158244374.506,-3128193362839.696,3295255262447.156
-1.9826868243785555e-09,-5.337483639558408e-10,3051254210.3862734,-57194667791.181175,23570325706.332092,104375743169.07835,143270324048.83853,-37116226194.76276,-141185008469.2413,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
-2.974030236567833e-09,-8.006225459337612e-10,3051254210.3862624,-57194667791.18097,23570325706.332077,104375743169.07831,143270324048.8385,-37116226194.76275,-141185008469.24127,175899113379.06244,-733487341984.7568,-234444196098.21066,-1359877298791.845,-378151068762.99445,-1081468672011.2699,-2626158244633.819,-3128193363233.508,3295255262073.309
